id,name,type,flags,description
8651,(Daily) Heights of Glory,Default,['Daily'],
3368,Saboteur,Default,"['Pvp', 'Permanent']",An engine of destruction.
3208,Another Goo Puddle,Default,['Permanent'],
4425,Run Around for No Reason: Silver,Default,['Permanent'],
776,Champion of the Wild,Default,['Permanent'],
4021,Ancient Weapons: Silver,Default,['Permanent'],
5887,Woodland Management: Domain of Istan,Default,['Permanent'],
6898,The Beast Is Down!,Default,['Permanent'],
3073,"This Time, Stay Dead",Default,['Permanent'],
3318,Temple Champion,Default,"['Pvp', 'Permanent']",Only those with a clear mind will attain victory.
7926,Daily Auric Basin,Default,['Daily'],
8341,(Repeatable) Janthir Syntri: Forager's Hunt Renown Heart,Default,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Repeatable', 'Permanent']",You're why the bearkin can rest at ease.
6995,Eternal Skywatch Archipelago: Unlocking the Wizard's Tower,Default,"['IgnoreNearlyComplete', 'Pvp', 'Repeatable', 'Permanent']","Frankly, Lyhr should have forged multiple keys."
3017,Dismantled,Default,['Permanent'],
6664,Rallying,Default,['Permanent'],
882,Hunt the Dragon!,Default,['Permanent'],
4558,Chasing Tales: Azra the Sunslayer,Default,"['Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
3982,Tipple Toes,Default,"['Hidden', 'Permanent']",Story Instance: The Hero of Istan
4051,(Annual) Season's Generosity,Default,['Permanent'],
4491,Straight to the Heart,Default,['Permanent'],
4017,Daily Domain of Istan Hidden Stash Hunter,Default,['Daily'],
3192,Daily Recommended Fractal—Scale 58,Default,['Daily'],
3071,The Memoirs of Justiciar Bauer,ItemSet,"['Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",The ninth of his name.
67,For the Legion!,Default,['Permanent'],You brought heat to the Flame Legion.
3803,Domain of Vabbi Insight: Kodash Brazier,Default,['Permanent'],
8455,Janthir Wilds: Godspawn Mastery,Default,"['RepairOnLogin', 'CategoryDisplay', 'MoveToTop', 'Permanent']",
3834,Open Skies: Elon Riverlands,ItemSet,"['Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
6350,Unconquered,Default,['Permanent'],
5787,Crop Harvester: Dry Top,Default,['Permanent'],
5250,World Lore: Gyala Delve,Default,['Permanent'],
3014,Deconstructed,Default,['Permanent'],
6246,All Due Respect,Default,['Permanent'],
7268,Fractal Rush Champion,Default,"['CategoryDisplay', 'Permanent']",
1553,Reactor Robber,Default,['Permanent'],
1566,WvW Spring Tournament 2014 Veteran,Default,"['Pvp', 'CategoryDisplay', 'Permanent']",
2724,League Dominator—Champion,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",Completing this achievement awards an item for Path of the Ascension III: Monument of Legends.
2874,Interior Design 203,Default,['Daily'],
2344,Headhunter,Default,['Permanent'],
6991,Amnytas Mastery,Default,"['CategoryDisplay', 'MoveToTop', 'Permanent']","Isgarren and Vass stood over the edge of Amnytas, looking down. This place was worth protecting—Tyria. Amnytas would be their vessel to do so."
9096,"(Daily) Gnashbash ""Birthday"" Celebration: Dance",Default,['Daily'],
6197,Adept Catalyst,Default,"['Pvp', 'Permanent']",
5540,Champions Insight: Thunderhead Keep,Default,['Permanent'],
4781,Passport to Ahdashim,Default,['Permanent'],The worthiest of heroes gain the greatest access.
7228,Sandswept Isles Rift Hunting,Default,['Permanent'],
1290,Spreading Wintersday Joy V,Default,['Daily'],Make the lives of the less fortunate in Divinity's Reach a little better.
8881,Sketch Artist,Default,['Permanent'],
4918,Additional Secrets of the Khan-Ur,Default,"['Repeatable', 'Permanent']",
8730,Unknown Nightmares: Orrax Contained,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
2386,Crystallized Cache Seeker,Default,['Permanent'],Pretty and rewarding!
4303,Bundle Plunderer,Default,['Permanent'],
3955,Under the Stars,Default,['Permanent'],Journal: Under the Stars Completed
1744,Jormag Defense Guide,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
2943,Chuka and Champawat IV: Tiger Training Guide,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","""As my tigers grow, it's a daily challenge to learn for myself the lessons I need to be able to impart to the cubs when they're ready."""
6239,Illuminating Seitung Province,Default,"['IgnoreNearlyComplete', 'Repeatable', 'Permanent']","May each lantern you light spark happiness within you, not only in the completion of the task, but through the act of lighting the world."
5827,Community Warlord,Default,"['Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
3890,"Iberu, We Hardly Knew You",Default,['Permanent'],"Story Instance: ""Enemy of My Enemy"""
5578,Emergency Dragon Responder: Snowden Drifts,Default,['Permanent'],
7929,Legendary Magus,Default,"['Pvp', 'Permanent']",Standing on a smoldering pile of your enemies.
406,PvP Monthly Wins,Default,"['Pvp', 'Monthly']",Victory or death... but mostly victory!
2068,Vinewrath Vanquisher,Default,['Permanent'],
6688,Picking Up the Pieces,Default,['Permanent'],
820,Closing Ceremony Attendee,Default,['Permanent'],
1141,Tower Treasure Hunter,Default,['Permanent'],
1544,Castles in the Air,Default,['Permanent'],
4410,Daily Jahai Bluffs Death-Branded Shatterer Battler,Default,['Daily'],
2349,Tangled Depths Insight: Twisting Viaduct,Default,['Permanent'],
3859,Desolation Griffon Master: Gold,Default,['Permanent'],
6860,Terror Manifest,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
8699,Rolling Competitor: Lakeside Loop (Weekly),Default,['Permanent'],
7868,Fabled Revered,Default,"['Pvp', 'Permanent']",Sending my enemies to meet the legends.
8766,Bava Nisos Incursions,Default,['Weekly'],
1554,Sentry Capturer Extraordinaire,Default,['Permanent'],
6846,Black Lion Requisition Investor,Default,"['IgnoreNearlyComplete', 'MoveToTop', 'Permanent']",
6392,Daily New Kaineng Purist Slayer,Default,['Daily'],
5614,Daily: Olmakhan Donations,Default,['Daily'],
7633,Cruising Amnytas: Lyhr's Tower to Isgarren's Tower,Default,['Permanent'],Skyscale dodges can cover a good amount of distance if you need a little boost.
1972,Daily Kryta Lumberer,Default,['Daily'],Fueling the engines of the economy.
2877,Mineral Resource Extraction 101,Default,['Daily'],
3043,"Bloodstone Magic, Not Even Once",Default,"['Hidden', 'Permanent']",Story Instance: Confessor's Stronghold
8248,Stronger as a Pack,Default,['Permanent'],"Together, everyone!"
2465,Haywire Punch-o-Matic Battle: Gold,Default,"['Pvp', 'Permanent']",
6287,Gold Essence Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
5776,Return to Tracking the Aspect Masters,Default,['Permanent'],
2414,Munition Re-Upper,Default,['Permanent'],Boom go the explosives!
3504,Timberline Falls Insight: Copperhammer Mines,Default,['Permanent'],
353,Forgotten Stream,Default,['Permanent'],"Seriously, who put a door here?"
851,Daily Hostage Negotiator,Default,['Daily'],
869,It Was An Ambush,Default,['Permanent'],They came out of nowhere!
1208,Nightmare Euthanizer,Default,['Permanent'],
5026,Luminary,Default,['Permanent'],
4359,"""A Star to Guide Us"" Mastery",Default,"['CategoryDisplay', 'Permanent']",
3436,A Henge Away from Home,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']","Your dedication to nature is proving fruitful, but there is still much to do. Continue to show your respect for Melandru's druids and help bring their magic out into the world again."
6589,Defeating the Risen in the Ruins of Orr,Default,['Permanent'],
6092,Lost Password,Default,"['Hidden', 'Permanent']",Always keep your password secure!
2403,Untethered,Default,['Permanent'],"Story Instance: ""Bitter Harvest"""
5914,Return to Snapping Steel,Default,['Permanent'],
666,No More Secrets (2013),Default,['Permanent'],
1135,Tower Hybrid Slayer,Default,['Permanent'],
7823,Artisan of Arms: Engineer's Short Bow,Default,['Permanent'],The chain reactions from an engineer's short-bow arrows yield interesting mixtures and trigger exceedingly noteworthy discoveries.
8609,Hopscotch Master,Default,['Permanent'],Can you jump your way out of this one?
7909,Return to Season 2,Default,"['Pvp', 'RepairOnLogin', 'CategoryDisplay', 'Permanent']",
5870,Crop Harvester: Thunderhead Peaks,Default,['Permanent'],
778,Party Crasher Crusher,Default,['Permanent'],This is all just a bit too coincidental. Someone must be pulling the strings...
8777,Convergence Challenge Mode—Greer: Gold,Default,['Permanent'],Make Greer regret facing the wayfinder.
1300,Five Total Solo Arena Wins,Default,"['Pvp', 'Daily']","There is no I in team, but there is me."
513,Puzzle Jumper,Default,"['Pvp', 'Monthly']",Channel your inner mountain goat.
1654,Ruler of Shinies,Default,['Permanent'],
5765,Reconquer the Hidden Depths,Default,['Permanent'],
5768,Return to The Mystery Cave,Default,['Permanent'],
2315,The Jungle Provides,Default,['Permanent'],Journal: The Jungle Provides Completed
1219,Aftermath Toxic Offshoot Finisher I,Default,"['Pvp', 'Daily']",
4068,(Annual) Dragon's Heart,Default,"['Pvp', 'Permanent']",
8950,Ponder the Pools,Default,['Permanent'],What do you see reflected back at you?
9099,Gnashbash Heist: Gold,Default,['Permanent'],
6814,Memories of Fire and Destruction,Default,"['Repeatable', 'Permanent']",
3350,Lake Doric Insight: Watcher's Hollow,Default,['Permanent'],
3261,Frostforged Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
8697,Local Response: Echovald Wilds,Default,['Permanent'],
617,Crazed Karka Queen Killer,Default,['Permanent'],Defeat a crazed karka queen on Southsun Cove.
1537,Mini Collection—Set III,Default,"['IgnoreNearlyComplete', 'Hidden', 'Permanent']",Master of miniature mayhem.
336,King of the Costume Brawl,Default,"['Pvp', 'Permanent']",Supremely effective with the most ineffective weapons.
667,Against the Aetherblades,Default,"['MoveToTop', 'Permanent']",
2080,Dragon Ball Participant,Default,"['Pvp', 'Daily']",
280,Champion Hunter,Default,"['Pvp', 'Permanent']",Sic 'em!
7608,World vs. World Rush Champion,Default,"['CategoryDisplay', 'Permanent']",
5700,Tide Turner: Gendarran Fields,Default,"['RepairOnLogin', 'Permanent']",
1194,Thaumanova Reactor Fractal Stabilizer,Default,['Permanent'],"Thaumanova melted down, but you didn't."
7839,Kryptis Champion Conqueror,Default,"['Hidden', 'Permanent']",
8461,Mount Balrior: Taker of Titan Trinkets,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']","They won't be needing this in the Realm of Torment, now will they?"
1669,Bottoms Up,Default,['Permanent'],
4712,Saving Skyscales,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",This content requires all the episodes of Living World Season 4.
8388,Daily Jahai Bluffs,Default,['Daily'],
7665,Saryx Weapon Collector,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",Be sure to thoroughly wash your hands after handling.
6968,Legendary Weapon: The Predator,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
7932,Realm Avenger IV,Default,['Permanent'],
3451,Versatile,Default,"['Pvp', 'Permanent']",
3515,With Friends Like These...,Default,"['Hidden', 'Permanent']","Story Instance: ""Where's Balthazar?""<br><br>""Look what I can do!"""
3660,Adept Spellbreaker,Default,"['Pvp', 'Permanent']",
6828,(Weekly) Tower Taker,Default,['Weekly'],
8890,Skimming the Seas: Ruins of Orr & Ring of Fire,Default,"['Hidden', 'Permanent']",
9163,Raid Bounty: Keep Construct,Default,['Daily'],
2224,Stavemaster Adryn Slayer,Default,['Permanent'],Another Mordrem commander cut down in his prime.
6430,Stolen Thunder,Default,"['Hidden', 'Permanent']",Ayumi is impressed with your scouting abilities!
1725,Ascalonian Catacombs Collector,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
2765,Festive Imbiber,Default,"['Pvp', 'Permanent']",All of these holiday drinks can cause a headache!
8104,Sunken Treasure Week: Snowden Drifts,Default,['Permanent'],This chest can be reopened once per week or per completion of the Master Diver achievement.
8686,Rolling Racer: Shoreside Sprint (Weekly),Default,['Permanent'],
6856,Silent Sands,Default,['Permanent'],An old Elonian folktale tells of a djinn hiding her treasure on a small deserted island somewhere in the Jade Sea.
3820,Who Needs a Magic Sword?,Default,"['Hidden', 'Permanent']","Story Instance: ""To Kill a God"""
5615,Daily: Kodan Enemies,Default,['Daily'],
964,Fancy or Forest,Default,['Daily'],
979,Daily WvW Big Spender,Default,['Permanent'],
6724,Decade of Adventure: Heart of Maguuma,Default,['Permanent'],
5849,Daily Bonus Rewards: Twisted Marionette,Default,['Daily'],
3231,New in Box,Default,['Permanent'],Story Instance: Precocious Aurene
4407,Watchful Eyes,Default,"['Hidden', 'RepairOnLogin', 'Permanent']",Sunspears and griffons share a strong bond.
4831,Record Basher,Default,['Permanent'],
512,Monthly Masterwork Crafter,Default,"['Pvp', 'Monthly']",Only quality work will do.
8780,Gobblers and Exchanges Collector,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']","""Take it easy and be kind to yourself. You can be you, and I'll be the rest."" —Krrsol"
8355,Chatted by Fire,Default,['Permanent'],Journal: Storm Clouds over Janthir
3543,Sparkfly Fen Insight: Shattercleft Hills,Default,['Permanent'],
2917,Daily Sorrow's Embrace,Default,['Daily'],
8325,Janthiri Smuggler,Default,['Permanent'],"A map in one hand, a bottle of rum in the other. Did someone say pirate treasure?"
6433,Legendary Aetherblade Hideout,Default,['Permanent'],
3618,Shadow Sprinter,Default,['Permanent'],"Shadows handlers collect intel reports and use them to evaluate enemy and ally positions, then they pass their revised orders to Shadows watchers who distribute the new field orders to agents."
8734,Bava Nisos Insight: Gullet's End,Default,['Permanent'],
8149,Reconquer the Chalice of Tears (Weekly),Default,['Permanent'],
3427,Crypt Keeper,Default,['Permanent'],Hope it's not cursed.
3754,Desert Highlands Legendary Bounties,Default,['Permanent'],
2242,The Minstrel III: The Bard,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","From the forge of criticism emerges the glory of performance, where one learns of the vast wonder of the world of music. Tyria is alive with music if one only takes the time to focus upon it. Gather these songs in your journey to create the legendary precursor The Bard."
6314,Spiritual Childcare,Default,['Permanent'],
1038,Grim Reaper of Grunts II,Default,['Daily'],
8664,League Participator—Conquest,Default,"['IgnoreNearlyComplete', 'Pvp']",
8836,Mini Turtle Hatchling Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
996,WvW Premier Season: 6th Place,Default,"['Pvp', 'Hidden', 'MoveToTop', 'Permanent']",
2682,League Professional—Champion,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",Completing this achievement awards an item for Path of the Ascension III: Monument of Legends.
205,Chaos Crystal Cavern,Default,['Permanent'],"Find your way in. Then, find your way out."
3308,The Vigil Way,Default,['Permanent'],"Story Instance: Confessor's End<br><br>""For those who prefer a straight fight to all this sneakin' around."""
9055,Daily Meandering Magic,Default,"['Hidden', 'Daily']",Sometimes the real magic is the orbs we collect along the way.
3546,The Withered Rose,Default,['Permanent'],It's all that's left to remember her by.
4371,Making History,Default,['Permanent'],Not everyone gets to visit a relic of the past in its glory days.
4269,"Stay Asleep, Sheep",Default,['Permanent'],Story Instance: Seized
4880,(Annual) Destroyer Destroyer,Default,"['Pvp', 'Permanent']",
7277,Compassion for a Friend,Default,['Permanent'],Journal: Mabon's Fate
2473,Daily Recommended Fractal—Scale 25,Default,['Daily'],
219,Troll's End,Default,"['Hidden', 'Permanent']",Discover the hidden route to the troll's farm.
355,Goff's Loot,Default,['Permanent'],Finders keepers.
7250,Legendary Weapon: Eternity,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
8161,A History Most Violent: Part 1,Default,"['Pvp', 'RepairOnLogin', 'Permanent']",Buried sins find their way to the surface.
4522,Hydra Rodeo,Default,['Permanent'],
3251,Toypocalypse Survivor,Default,"['Pvp', 'Repeatable', 'Permanent']",Toypocalypse Cancelled...again!
4197,Of Spiders and Sentinels,Default,['Permanent'],
6984,Skyscale Egg Infusions,ItemSet,"['Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
7988,Essential Experiences,Default,"['RequiresUnlock', 'Permanent']",Journal: The Eleventh Hour
731,Kiel: Homeland Support,Default,['Permanent'],Safety begins at home.
4673,The End,Default,['Permanent'],Journal: The End Completed
8905,Restless Captain's Couture,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
7137,Tracking with Gladium,Default,['Permanent'],Journal: Into the Obscure
5471,League Participator—Conquest Season Twenty-Four,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
8555,We Are the Champions,Default,['Permanent'],My ten-ton killer behemoth is better than your killer behemoths.
3094,Sensor Scouter—Lornar's Pass,Default,['Permanent'],
4322,Master Aspect Gatherer,Default,['Permanent'],
1899,Daily Swashbuckler's Cove Jumping Puzzle,Default,"['Pvp', 'Daily']",
3939,Mad Mysteries,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
5901,Return to Jahai Bluffs,Default,"['Pvp', 'RepairOnLogin', 'CategoryDisplay', 'Permanent']",
8733,Convergence Challenge Mode—Ura: Silver,Default,['Permanent'],You're a goner!
8007,Ferguson's Crossing Veteran,Default,"['Pvp', 'Hidden', 'Permanent']",Days gone by...
8204,The Dead Do Tell Tales,Default,['Permanent'],Journal: Finding Balance
511,Daily Group Event Completer,Default,"['Pvp', 'Daily']",You can't always work alone.
6208,Nika's Vengeance,Default,['Permanent'],Some say that eating toxic food is brave. Most of them are dead.
5758,Return to Silverwastes 2,Default,"['Pvp', 'RepairOnLogin', 'CategoryDisplay', 'Permanent']",
4807,Prince of the Arena,Default,"['Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
2552,"""Mellaggan's Valor"" Strongbox",Default,['Permanent'],
536,Lost and Found,Default,['Permanent'],Refugees in Hoelbrak and the Black Citadel lost many things on the journey to the city. Returning their belongings may encourage them to discuss the events that drove them from their homes.
8564,Scouring the Archive,Default,['Permanent'],"""Bava Nisos. A city built in the light of victory but cursed by the burden of failure."""
647,Champion of Champions,Default,"['Pvp', 'Permanent']",Win 150 rated arena matches as each of the eight professions.
6032,League Participator—2v2 Season Five,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
6629,Completing Maps II,Default,"['RepairOnLogin', 'Permanent']",
424,Become the Bells,Default,"['Pvp', 'Permanent']",Now you're the maestro.
539,Rox: Critical Mission,Default,['Permanent'],"Rytlock Brimstone meets Rox in the Imperator's Core, where the defense quorum is debating. He assigns her a mission for which she will need support."
3032,Anomaly Sighted,Default,['Permanent'],
8840,Incursive Investigation: First Recursion,Default,['Permanent'],
1666,Dropping like Flies,Default,['Permanent'],Story Instance: The Concordia Incident
5377,Special Mission: Break Their Toys,Default,"['RequiresUnlock', 'Permanent']",
1173,Toxic Alliance Slayer,Default,['Daily'],
3040,Reversal of Fortune,Default,['Permanent'],
3561,Race to the Finish: Crystal Oasis,Default,['Permanent'],
5110,Mystery of the Western Marches,Default,['Permanent'],
9200,Bringer of Salvation,Default,['Permanent'],All things must come to pass.
4785,Power Surge,Default,['Permanent'],Too much power is no good for anyone.
3061,Bloodstone Fen Insight: Temple of Renewal,Default,['Permanent'],
4758,Mystic Benefactor,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
3903,Saturday Night Fever,Default,"['Hidden', 'Permanent']","Story Instance: ""Small Victory (Epilogue)"""
3222,Daily Recommended Fractal—Scale 72,Default,['Daily'],
6319,Brothers in Harms,Default,"['RepairOnLogin', 'RequiresUnlock', 'Permanent']","""My grandmother didn't deserve what that...rat did to us. My mother didn't either. All I can do now is fight.""—Suyin"
8867,Read the Room,Default,['Permanent'],
4240,[FTT 204] Intermediate Dynamics—Shield Bubble Level 2,Default,"['RepairOnLogin', 'Permanent']",
6977,Amnytas Insight: The Plaza of Wisdom,Default,['Permanent'],
1562,WvW Spring Tournament 2014: 6th Place,Default,"['Pvp', 'Hidden', 'MoveToTop', 'Permanent']",
6980,Legendary Weapon: Frostfang,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
1127,Tower of Nightmares Survivor,Default,['Daily'],
2482,Shut the Doors,Default,"['Hidden', 'Permanent']",
6477,New Kaineng Insight: Lutgardis Plaza Rooftop Garden,Default,['Permanent'],
3628,Kumaa the Feisty,Default,['Permanent'],
583,Master of the Arena,Default,"['Pvp', 'Permanent']",
6585,Mining Ore,Default,['Permanent'],
8240,Storm Clouds over Janthir,Default,['Permanent'],Journal: Storm Clouds over Janthir
1168,Daily Fractal Runner,Default,['Daily'],A fractal a day...
4365,"Sniper, No Sniping!",Default,['Permanent'],Story Instance: From the Ashes
6025,Second Response: Fireheart Rise,Default,['Permanent'],
9014,Omnipotioned Power,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",
6046,League Slayer—Conquest Season Twenty-Nine,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
1740,Fused Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",<c=@flavor>Collect all of the Fused weapon skins to show off your wild side.</c>
8619,Home Sweet Homestead: New Kaineng City,Default,"['RepairOnLogin', 'Permanent']","I don't know Joon personally, but if homesteads are what she likes to work on for fun..."
687,History Buff,Default,['Permanent'],Find the plaques around Tyria about Cobiah Marriner's life.
1699,Mote Master,Default,['Permanent'],Story Instance: The World Summit
3525,Relic Collector,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
2575,Southern Tower Taker,Default,['Permanent'],You sure showed that tower who was boss.
7903,Local Response: Silverwastes (Weekly),Default,['Permanent'],
382,Fractal Frequenter,Default,['Permanent'],You should have asked about a frequent fractal rewards plan.
4122,Stormbreak,Default,['Permanent'],...and everyone lived happily ever after.
8356,Struck Twice,Default,"['Hidden', 'Permanent']","They say lightning never strikes the same spot twice, but your experience says something else."
8575,Warmaster,Default,"['Pvp', 'Permanent']","This title can be purchased from Shiny King M'takk in Hooligan's Route in Lion's Arch if you meet the requirements. 

Surely it must be an official title if a self-proclaimed skritt king gives it to you, right?"
6486,Daily Dragon's End Event Completer,Default,['Daily'],Honor the empress.
8106,Daily Bitterfrost Frontier,Default,['Daily'],
3925,Ancient Grudge,Default,['Permanent'],
6737,Decade of Champions: Shadow Behemoth,Default,['Permanent'],
9050,Shipwreck Strand Insight: Twisting Hollows,Default,['Permanent'],
7683,Inner Nayos Insight: Heitor's Gate,Default,['Permanent'],
389,Aquatic Ruins Fractal Stabilizer,Default,['Permanent'],Underwater mayhem.
3354,Illuminating,Default,['Permanent'],"Story Instance: Confessor's End<br><br>""Bringing down the house."""
2546,Beetle Feast: Gold,Default,"['Pvp', 'Permanent']",
1404,Broken Blade,Default,['Daily'],
6317,Desert Fisher,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']","<c=@flavor>The charm of fishing is in pursuing something elusive, though attainable. It is a simple yet profound practice of hope.</c>"
7154,Priority Horn of Maguuma Strike: Temple of Febe,Default,['Daily'],
7861,Ultimate Paragon,Default,"['Pvp', 'Permanent']",Your virtues are your strength.
8190,Warclaw Wrangling,Default,['Permanent'],Journal: Diplomacy and Discovery
7647,The Night Time Stood Still,Default,"['Pvp', 'RepairOnLogin', 'Permanent']",
4719,Skyscale Medicine,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
7923,Fabled Genius,Default,"['Pvp', 'Permanent']",Building a better legacy.
1264,Spreading Wintersday Joy,Default,['Daily'],Make the lives of the less fortunate in Divinity's Reach a little better.
8512,Infinite Ballista,Default,['Permanent'],
6050,(Annual) Extra Life Donor Goal,Default,"['Pvp', 'RepairOnLogin', 'Permanent']",
4357,Requiem: Experiment 6,ItemSet,"['Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",<c=@Flavor>Time and time again.</c>
1857,Daily PvP Rank Points,Default,"['Pvp', 'Daily']",
5146,Luminiferous,Default,['Permanent'],
2198,Blademaster Diarmid Slayer,Default,['Permanent'],Another Mordrem commander cut down in her prime.
3295,Army for the Slaughter,Default,"['Pvp', 'Permanent']",They will fall like wheat to the scythe.
8571,Mistburned Barrens Incursions,Default,['Weekly'],
8440,Mount Balrior: Continuous Convergence Conqueror,Default,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Repeatable', 'Permanent']","""Not so long ago, the wayfinder and their allies climbed Mount Balrior to face the ferocious titans..."""
6873,The Jade Crisis,Default,"['CategoryDisplay', 'MoveToTop', 'Permanent']",
8985,It's So Beautiful,Default,['Permanent'],Journal: Solid Ground
3994,The Hero of Istan,Default,['Permanent'],Journal: The Hero of Istan Completed
3106,Daily Ember Bay Sloth or Drake,Default,['Daily'],Are you ready for the challenge?
1980,Daily Maguuma Wastes Forager,Default,['Daily'],Fueling the engines of the economy.
168,Keg Fumbles Caused,Default,"['Pvp', 'Permanent']",Knock it loose.
4217,Captive Audience,Default,['Permanent'],Story Instance: Be My Guest
756,Crab-Carrying Competitor,Default,"['Pvp', 'Permanent']",Carry the crab in the Southsun Crab Toss.
2852,Locksmithing 102,Default,['Daily'],
3585,Speed Bumps,Default,['Permanent'],"Story Instance: ""Beast of War"""
7999,"Amnytas Is Still Ours, Demons!",Default,['Permanent'],"""Ours!"" —Lyhr"
3004,Indomitable Legend,Default,"['Pvp', 'Permanent']",
8419,Daily Desolation,Default,['Daily'],
4194,Still Waters Run Deep,Default,['Permanent'],"You really wanted to know what was down there, didn't you?"
3415,Daily Draconis Mons Cavern Tour,Default,['Daily'],You'll get familiar with the cavern while doing these tasks.
4402,The Best Offense,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
4086,Celestial Companion,Default,"['Pvp', 'Permanent']",
1591,Dedicated Sprinter,Default,"['Pvp', 'Permanent']",
6698,The Facet of Crystal and Fury,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
2824,Salvation Pass Mastery,Default,['Permanent'],
8576,Radioactive,Default,"['Hidden', 'Permanent']",That could have gone better...
5441,Adept Fractal Fighter,Default,['Weekly'],Competent Cartilage Crusher
1409,Harsh Detox,Default,['Daily'],
8365,Lowland Shore Insight: Troll's Treasure,Default,['Permanent'],
3517,"Two Sides, Same Coin",Default,['Permanent'],"Story Instance: Shining Blade Secrets<br><br>""You can have it both ways."""
6315,Distant Ancestry,Default,['Permanent'],
4147,Sandswept Isles Griffon Expert: Silver,Default,['Permanent'],
2113,Daily Guardian or Mesmer Winner,Default,"['Pvp', 'Daily']",
8338,Moon Camp Covert Salmon Run: Bronze,Default,['Permanent'],
897,Boss Week,Default,"['CategoryDisplay', 'Permanent']",
728,Frequent Sprinter,Default,"['Pvp', 'Repeatable', 'Permanent']",Just one more lap...
2544,"""Scorchrazor II"" Strongbox",Default,['Permanent'],
6529,Molten Furnace,Default,['Permanent'],
4538,Reload: Gold,Default,['Permanent'],
4257,[FTT 307] Proficient Dynamics—Gravimetric Tunneling Field Oscillator Level 3,Default,"['RepairOnLogin', 'Permanent']",
1185,Toxic Spore Cleanser,Default,['Daily'],
5803,Return to Hidden Arcana,Default,['Permanent'],
6493,The Great Escape,Default,['Permanent'],"Story Instance: ""Old Friends"""
6597,Leveling Up IV,Default,"['RepairOnLogin', 'Permanent']",
5369,Intelligence Gatherer,Default,['Permanent'],
68,Waking from the Nightmare,Default,['Permanent'],You were awakened in the Dream and beat back the nightmare threat.
4489,Pitcher of Joy,Default,['Permanent'],
5143,Break It Up,Default,['Permanent'],
3997,Not So Shocking,Default,['Permanent'],Story Instance: Eye of the Brandstorm
